Title,Organization,Skills,Ratings,Review counts,Level,Pro,Dure,Combined_Text
Google Project Management (PT),Google,"[' Project Management', ' Process Analysis', ' Collaboration', ' Organizational Development', ' Communication', ' Decision Making', ' Strategy', ' Product Management', ' Business Communication', ' Adaptability', ' Agile Software Development', ' Change Management', ' Leadership and Management', ' People Analysis', ' Scrum (Software Development)', ' Strategy and Operations', ' Continuous Integration', ' Risk Management', ' Spreadsheet Software', ' Professional Development', ' Programming Principles', ' Application Development']",4.9,2000,Beginner ,· Professional Certificate ,· 3 - 6 Months,"Google Project Management (PT)  Project Management, Process Analysis, Collaboration, Organizational Development, Communication, Decision Making, Strategy, Product Management, Business Communication, Adaptability, Agile Software Development, Change Management, Leadership and Management, People Analysis, Scrum (Software Development), Strategy and Operations, Continuous Integration, Risk Management, Spreadsheet Software, Professional Development, Programming Principles, Application Development Google"
Python Data Structures,University of Michigan,"[' Computational Logic', ' Computer Programming', ' Critical Thinking', ' Data Analysis', ' Data Management', ' Data Structures', ' Problem Solving', ' Programming Principles', ' Python Programming', ' Software Engineering']",4.9,94000,Beginner ,· Course ,· 1 - 3 Months,"Python Data Structures  Computational Logic, Computer Programming, Critical Thinking, Data Analysis, Data Management, Data Structures, Problem Solving, Programming Principles, Python Programming, Software Engineering University of Michigan"
Fundamentals of Finance,University of Pennsylvania,"[' Accounting', ' Finance', ' Financial Accounting', ' Financial Analysis', ' Mathematics', ' Problem Solving', ' Decision Making', ' Estimation', ' Investment Management', ' Management Accounting']",3.9,844,Beginner ,· Course ,· 1 - 3 Months,"Fundamentals of Finance  Accounting, Finance, Financial Accounting, Financial Analysis, Mathematics, Problem Solving, Decision Making, Estimation, Investment Management, Management Accounting University of Pennsylvania"
Statistical Analysis with R for Public Health,Imperial College London,"[' Data Analysis', ' General Statistics', ' Probability & Statistics', ' Statistical Analysis', ' Statistical Tests', ' R Programming', ' Regression', ' Biostatistics', ' Statistical Programming', ' Basic Descriptive Statistics', ' Exploratory Data Analysis', ' Critical Thinking', ' Correlation And Dependence', ' Probability Distribution', ' Epidemiology']",4.7,1900,Beginner ,· Specialization ,· 3 - 6 Months,"Statistical Analysis with R for Public Health  Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, R Programming, Regression, Biostatistics, Statistical Programming, Basic Descriptive Statistics, Exploratory Data Analysis, Critical Thinking, Correlation And Dependence, Probability Distribution, Epidemiology Imperial College London"
Applied Machine Learning in Python,University of Michigan,"[' Algorithms', ' Machine Learning', ' Machine Learning Algorithms', ' Python Programming', ' Applied Machine Learning', ' Statistical Machine Learning', ' Data Analysis', ' Regression', ' Human Learning', ' Statistical Programming', ' Computer Programming']",4.6,8400,Intermediate ,· Course ,· 1 - 4 Weeks,"Applied Machine Learning in Python  Algorithms, Machine Learning, Machine Learning Algorithms, Python Programming, Applied Machine Learning, Statistical Machine Learning, Data Analysis, Regression, Human Learning, Statistical Programming, Computer Programming University of Michigan"
Real-World Product Management,Advancing Women in Tech,"[' Leadership and Management', ' Product Strategy', ' Product Management', ' Strategy', ' Marketing', ' Strategy and Operations', ' Product Marketing', ' Business Process Management', ' Customer Success', ' Market Analysis']",4.5,806,Beginner ,· Specialization ,· 3 - 6 Months,"Real-World Product Management  Leadership and Management, Product Strategy, Product Management, Strategy, Marketing, Strategy and Operations, Product Marketing, Business Process Management, Customer Success, Market Analysis Advancing Women in Tech"
ITIL 4 Exam Preparation,LearnQuest,"[' Organizational Development', ' Leadership and Management', ' Planning']",4.7,979,Mixed ,· Course ,· 1 - 3 Months,"ITIL 4 Exam Preparation  Organizational Development, Leadership and Management, Planning LearnQuest"
Introduction to Data Engineering,IBM,"[' Data Engineering', ' Data Management', ' Extract', ' Transform', ' Load', ' Databases', ' Network Security', ' Big Data', ' Data Warehousing', ' Leadership and Management', ' SQL', ' Data Science', ' NoSQL']",4.7,2200,Beginner ,· Course ,· 1 - 4 Weeks,"Introduction to Data Engineering  Data Engineering, Data Management, Extract, Transform, Load, Databases, Network Security, Big Data, Data Warehousing, Leadership and Management, SQL, Data Science, NoSQL IBM"
Google Project Management (DE),Google,"[' Design and Product', ' Microsoft Excel', ' Software Engineering', ' Leadership and Management', ' Business Analysis', ' Business Design', ' Data Analysis', ' Marketing Design', ' Creativity', ' Persona Research', ' Customer Analysis']",4.3,58,Beginner ,· Professional Certificate ,· 3 - 6 Months,"Google Project Management (DE)  Design and Product, Microsoft Excel, Software Engineering, Leadership and Management, Business Analysis, Business Design, Data Analysis, Marketing Design, Creativity, Persona Research, Customer Analysis Google"
Finance for Technical Managers,University of Colorado Boulder,"[' Finance', ' Financial Analysis', ' Accounting', ' Investment Management', ' Cost Accounting', ' Leadership and Management', ' Financial Accounting', ' Financial Management', ' Strategy and Operations']",4.7,95,Beginner ,· Specialization ,· 3 - 6 Months,"Finance for Technical Managers  Finance, Financial Analysis, Accounting, Investment Management, Cost Accounting, Leadership and Management, Financial Accounting, Financial Management, Strategy and Operations University of Colorado Boulder"
Investment Management with Python and Machine Learning,EDHEC Business School,"[' Investment Management', ' Finance', ' Python Programming', ' Data Analysis', ' Computer Programming', ' Machine Learning', ' Statistical Programming', ' Applied Machine Learning', ' Financial Analysis', ' Machine Learning Algorithms', ' Risk Management', ' Statistical Machine Learning', ' Data Analysis Software', ' Data Management', ' Data Mining', ' Natural Language Processing', ' Human Learning', ' Big Data', ' Computer Science']",4.6,1700,Beginner ,· Specialization ,· 3 - 6 Months,"Investment Management with Python and Machine Learning  Investment Management, Finance, Python Programming, Data Analysis, Computer Programming, Machine Learning, Statistical Programming, Applied Machine Learning, Financial Analysis, Machine Learning Algorithms, Risk Management, Statistical Machine Learning, Data Analysis Software, Data Management, Data Mining, Natural Language Processing, Human Learning, Big Data, Computer Science EDHEC Business School"
Cybersecurity Attack and Defense Fundamentals,EC-Council,"[' Network Security', ' Security Engineering', ' System Security', ' Computer Networking', ' Computer Security Incident Management', ' Software Security', ' Computer Security Models', ' Mobile Security', ' Cyberattacks', ' Security Software', ' Internet Of Things', ' Network Architecture', ' Cloud Computing', ' Kubernetes', ' Regulations and Compliance']",4.6,306,Beginner ,· Specialization ,· 3 - 6 Months,"Cybersecurity Attack and Defense Fundamentals  Network Security, Security Engineering, System Security, Computer Networking, Computer Security Incident Management, Software Security, Computer Security Models, Mobile Security, Cyberattacks, Security Software, Internet Of Things, Network Architecture, Cloud Computing, Kubernetes, Regulations and Compliance EC-Council"
AI & Law,Lund University,"[' Human Computer Interaction', ' Human Learning', ' Machine Learning', ' Applied Machine Learning', ' Decision Making', ' Machine Learning Algorithms', ' Critical Thinking', ' Leadership and Management', ' Process Analysis', ' Regulations and Compliance']",4.7,397,Beginner ,· Course ,· 1 - 4 Weeks,"AI & Law  Human Computer Interaction, Human Learning, Machine Learning, Applied Machine Learning, Decision Making, Machine Learning Algorithms, Critical Thinking, Leadership and Management, Process Analysis, Regulations and Compliance Lund University"
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,"[' Computational Logic', ' Computer Architecture', ' Computer Programming', ' Hardware Design', ' Theoretical Computer Science', ' Computer Programming Tools', ' Critical Thinking', ' Problem Solving', ' Systems Design']",4.9,3500,Mixed ,· Course ,· 1 - 3 Months,"Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)  Computational Logic, Computer Architecture, Computer Programming, Hardware Design, Theoretical Computer Science, Computer Programming Tools, Critical Thinking, Problem Solving, Systems Design Hebrew University of Jerusalem"
Branding: The Creative Journey,IE Business School,"[' Brand Management', ' Marketing', ' Leadership and Management', ' Advertising', ' Communication', ' Strategy', ' Creativity', ' Strategy and Operations', ' User Experience', ' Customer Analysis', ' Design and Product', ' Media Strategy & Planning', ' Customer Relationship Management', ' Customer Success', ' Customer Support', ' Social Media', ' Storytelling', ' User Experience Design', ' Visual Design', ' Graphic Design', ' Journalism']",4.6,1400,Beginner ,· Specialization ,· 3 - 6 Months,"Branding: The Creative Journey  Brand Management, Marketing, Leadership and Management, Advertising, Communication, Strategy, Creativity, Strategy and Operations, User Experience, Customer Analysis, Design and Product, Media Strategy & Planning, Customer Relationship Management, Customer Success, Customer Support, Social Media, Storytelling, User Experience Design, Visual Design, Graphic Design, Journalism IE Business School"
The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London,"[' Human Resources', ' Leadership and Management', ' People Management', ' Conflict Management', ' Decision Making', ' Human Resources Operations', ' People Analysis', ' Performance Management', ' Recruitment', ' Business Analysis', ' Employee Relations', ' Leadership Development', ' Organizational Development', ' People Development']",4.7,3600,Mixed ,· Course ,· 1 - 3 Months,"The Manager's Toolkit: A Practical Guide to Managing People at Work  Human Resources, Leadership and Management, People Management, Conflict Management, Decision Making, Human Resources Operations, People Analysis, Performance Management, Recruitment, Business Analysis, Employee Relations, Leadership Development, Organizational Development, People Development University of London"
